pair_id,para_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
CD011498,0,7,"The long-term mortality was higher in radiotherapy than surgery (HR 1.39, 95% CI 1.18 to 1.64; 512 participants; three studies; very low quality evidence).",rephrase,['More people died in radiotherapy than surgery in people with oesophageal cancer who are fit for surgery in the long-term.'],5,0.3809523809523809,2,21
CD011498,0,8,"There was no difference in long-term recurrence between non-surgical treatment and surgery (HR 0.96, 95% CI 0.80 to 1.16; 349 participants; two studies; low quality evidence).",rephrase,['There was no difference in long-term cancer recurrence between non-surgical treatment and surgery.'],6,0.4285714285714285,3,21
CD011498,0,9,"The difference between non-surgical and surgical treatments was imprecise for short-term mortality (RR 0.39, 95% CI 0.11 to 1.35; 689 participants; five studies; very low quality evidence), the proportion of participants with serious adverse in three months (RR 0.61, 95% CI 0.25 to 1.47; 80 participants; one study; very low quality evidence), and proportion of people with local recurrence at maximal follow-up (RR 0.89, 95% CI 0.70 to 1.12; 449 participants; three studies; very low quality evidence).",rephrase,"['The difference between non-surgical and surgical treatments were imprecise for short-term deaths, the percentage of participants with serious adverse in three months, and the percentage of participants who had recurrence of cancer in and around the food-pipe.']",7,0.4761904761904761,3,21
CD011498,0,10,"The health-related quality of life was higher in non-surgical treatment between four weeks and three months after treatment (Spitzer Quality of Life Index; MD 0.93, 95% CI 0.24 to 1.62; 165 participants; one study; very low quality evidence).",rephrase,"['The health-related quality of life (covering aspects such as activity, daily living, health, support of family and friends, and outlook) was higher in non-surgical treatment between four weeks and three months after treatment, although it is unclear what this difference means to the patient.']",8,0.5238095238095238,3,21
CD011498,0,11,"The difference between non-surgical and surgical treatments was imprecise for medium-term health-related quality of life (three months to two years after treatment) (Spitzer Quality of Life Index; MD −0.95, 95% CI −2.10 to 0.20; 62 participants; one study; very low quality of evidence).",rephrase,['The difference between non-surgical and surgical treatments were imprecise for medium-term health-related quality of life (three months to two years after treatment).'],9,0.5714285714285714,3,21
CD011498,1,13,"Based on low quality evidence, chemoradiotherapy appears to be at least equivalent to surgery in terms of short-term and long-term survival in people with oesophageal cancer (squamous cell carcinoma type) who are fit for surgery and are responsive to induction chemoradiotherapy.",rephrase,['Chemoradiotherapy only appears to be at least equivalent to surgery in terms of short-term and long-term survival in people with one type of oesophageal cancer called squamous cell cancer and who are fit for surgery.'],10,0.6666666666666666,4,21
CD011498,1,14,"However, there is uncertainty in the comparison of definitive chemoradiotherapy versus surgery for oesophageal cancer (adenocarcinoma type) and we cannot rule out significant benefits or harms of definitive chemoradiotherapy versus surgery.",rephrase,"['There is more uncertainty in the comparison of chemoradiotherapy only versus surgery for another type of oesophageal cancer called adenocarcinoma, and we cannot rule out significant benefits or harms of definitive chemoradiotherapy versus surgery in this type of oesophageal cancer.']",11,0.7142857142857143,4,21
CD011498,1,15,"Based on very low quality evidence, the proportion of people with dysphagia at the last follow-up visit prior to death was higher with definitive chemoradiotherapy compared to surgery.",rephrase,['More people had difficulty in swallowing prior to their death after chemoradiotherapy treatment compared to surgical treatment.'],12,0.7619047619047619,4,21
CD011498,1,16,"Based on very low quality evidence, radiotherapy results in less long-term survival than surgery in people with oesophageal cancer who are fit for surgery.",rephrase,['Radiotherapy only results in less long-term survival than surgery (about 40% increase risk of deaths).'],13,0.8095238095238095,5,21
CD011498,2,18,Further trials at low risk of bias are necessary.,rephrase,['Further well-designed studies that measure outcomes that are important for patients are necessary.'],14,0.9047619047619048,5,21
CD011504,0,0,"We included 59 studies, including 214 to 169,485 participants, and 300 to 124, 644 households, mostly from Africa and Latin America, addressing the following six intervention types (three studies assessed two different types of interventions).",rephrase,"['We found 59 studies assessing different interventions in LMICs, including 214 to 169,485 participants and 300 to 124,644 households, mainly in Africa and Latin America.']",0,0.0526315789473684,1,19
CD011504,1,1,"Interventions that improved buying power:
Unconditional cash transfers (UCTs) (16 cRCTs, two RCTs, three PCSs): we found high-certainty evidence that UCTs improve food security and make little or no difference to cognitive function and development and low-certainty evidence that UCTs may increase dietary diversity and may reduce stunting.",rephrase,"['improve food security and make little or no difference to cognitive function (thoughts and understanding) and development (high-quality evidence), may increase dietary diversity (variety of the foods that people or households eat from different food groups) and reduce stunting (poor growth) (low-quality evidence).']",1,0.1052631578947368,1,19
CD011504,1,2,"The evidence was very uncertain about the effects of UCTs on the proportion of household expenditure on food, and on wasting.",rephrase,['It is very uncertain whether UCTs reduce the proportion of household expenditure on food and reduce wasting.'],2,0.1578947368421052,1,19
CD011504,1,3,"Regarding adverse outcomes, evidence from one trial indicates that UCTs reduce the proportion of infants who are overweight.",rephrase,"['Regarding adverse outcomes, evidence from one trial indicates that UCTs reduce the proportion of infants who are overweight.']",3,0.2105263157894736,2,19
CD011504,2,4,"Conditional cash transfers (CCTs) (nine cRCTs, five PCSs): we found high-certainty evidence that CCTs result in little to no difference in the proportion of household expenditure on food and that they slightly improve cognitive function in children; moderate-certainty evidence that CCTs probably slightly improve dietary diversity and low-certainty evidence that they may make little to no difference to stunting or wasting.",rephrase,"['make little to no difference in the proportion of household expenditure on food and slightly improve cognitive function in children (high-quality evidence), probably slightly improve dietary diversity (moderate-quality evidence), and may make little to no difference to stunting or wasting (low bodyweight) (low-quality evidence).']",4,0.2631578947368421,2,19
CD011504,2,5,Evidence on adverse outcomes (two PCSs) shows that CCTs make no difference to the proportion of overweight children.,rephrase,['Evidence on adverse outcomes (two studies) shows that CCTs make no difference to the proportion of overweight children.'],5,0.3157894736842105,2,19
CD011504,3,6,"Income generation interventions (six cRCTs, 11 PCSs): we found moderate-certainty evidence that income generation interventions probably make little or no difference to stunting or wasting; and low-certainty evidence that they may result in little to no difference to food security or that they may improve dietary diversity in children, but not for households.",rephrase,"['make little or no difference to stunting or wasting (moderate-quality evidence), may result in little to no difference to food security and may improve dietary diversity in children but not for households (low-quality evidence).']",6,0.3684210526315789,2,19
CD011504,4,7,"Interventions that addressed food prices:
Food vouchers (three cRCTs, one RCT): we found moderate-certainty evidence that food vouchers probably reduce stunting; and low-certainty evidence that that they may improve dietary diversity slightly, and may result in little to no difference in wasting.",rephrase,"['probably reduce stunting (moderate-quality evidence), may slightly improve dietary diversity and may result in little to no difference in wasting (low-quality evidence).']",7,0.4210526315789473,3,19
CD011504,5,8,"Food and nutrition subsidies (one cRCT, three PCSs): we found low-certainty evidence that food and nutrition subsidies may improve dietary diversity among school children.",rephrase,['may improve dietary diversity among school children (low-quality evidence).'],8,0.4736842105263157,3,19
CD011504,5,9,The evidence is very uncertain about the effects on household expenditure on healthy foods as a proportion of total expenditure on food (very low-certainty evidence).,rephrase,['We are very uncertain about the effects on household expenditure on healthy foods as a proportion of total expenditure on food (very low-quality evidence).'],9,0.5263157894736842,3,19
CD011504,6,10,"Interventions that addressed the social environment:
Social support interventions (one cRCT, one PCS): we found moderate-certainty evidence that community grants probably make little or no difference to wasting; low-certainty evidence that they may make little or no difference to stunting.",rephrase,['community grants probably make little to no difference to wasting (moderate-quality evidence) and may make little or no difference to stunting (low-quality evidence).'],10,0.5789473684210527,3,19
CD011504,6,11,The evidence is very uncertain about the effects of village savings and loans on food security and dietary diversity.,rephrase,['We are very uncertain about the effects of village savings and loans on food security or dietary diversity (very low-quality evidence).'],11,0.631578947368421,4,19
CD011504,8,15,"Income generation interventions do not seem to make a difference for food security, but the evidence is unclear for the other interventions.",rephrase,"['Seventeen studies looked at income generation interventions (for example, livestock management or self-help groups), four studies at food vouchers, four studies at providing food and nutrition subsidies, and two studies looked at social support interventions such as village savings and loans and community grant programmes.']",13,0.8421052631578947,5,19
CD011522,0,0,"Only one study, funded by Pfizer, met the inclusion criteria for the review.",rephrase,['We only found one study funded by Pfizer that met our inclusion criteria.'],0,0.0714285714285714,1,14
CD011522,0,1,A total of 64 participants (with chronic pain due to chronic pancreatitis) were randomly assigned to receive escalating doses of pregabalin (150 mg per day to 600 mg per day; 34 participants) or matching placebo (30 participants).,rephrase,['A total of 64 participants with chronic pain due to chronic pancreatitis received either increasing doses of pregabalin (150 mg per day to 600 mg per day; 34 participants) or matching placebo (sham treatment; 30 participants) on an outpatient basis.'],1,0.1428571428571428,1,14
CD011522,0,3,Potential participants taking concomitant analgesic medication and expected to stay on a stable regime during the trial were allowed to enter the study.,rephrase,['Potential participants taking other pain-killers were allowed to take part in the study.'],4,0.2857142857142857,2,14
CD011522,0,5,The overall quality of evidence was low or moderate.,rephrase,['The quality of evidence was low or moderate.'],5,0.4285714285714285,3,14
CD011522,1,6,Only the short-term outcomes were available in this trial.,rephrase,['Only the short-term outcomes were available in this trial.'],6,0.5,3,14
CD011522,1,7,"The medium and long-term outcomes, number of work days lost, and length of hospital stay due to admissions for pain control were not available.",rephrase,"['Medium- and long-term outcomes, number of work days lost, and length of hospital stay were not available in this trial.']",7,0.5714285714285714,3,14
CD011522,1,8,"This trial found that the changes in opiate use (MD -26.00 mg; 95% CI -47.36 to -4.64; participants = 64; moderate-quality evidence), and pain score percentage changes from baseline (MD -12.00; 95% CI -21.82 to -2.18; participants = 64; moderate-quality evidence) were better in participants taking pregabalin compared to those taking placebo.",rephrase,"['This trial found that the changes in opiate use (drugs similar to morphine), and pain scores from baseline were better in participants taking pregabalin compared to those taking placebo.']",8,0.6428571428571429,4,14
CD011522,1,9,This trial also found that there were more adverse events in participants taking pregabalin compared to those taking placebo (RR 1.71; 95% CI 1.20 to 2.43; participants = 64).,rephrase,['It was not clear whether these changes had a significant impact on the life of the participants.This trial also found that there were more side-effects in participants taking pregabalin compared to those taking placebo.'],9,0.7142857142857143,4,14
CD011522,1,10,"The differences between pregabalin and placebo were imprecise for short-term health-related quality of life measured with the EORTC CLQ-30 questionnaire (MD 11.40; 95% CI -3.28 to 26.08; participants = 64; moderate-quality evidence), proportion of people with serious adverse events (RR 1.76; 95% CI 0.35 to 8.96; participants = 64; low-quality evidence), and proportion of people requiring hospital admissions (RR 0.44; 95% CI 0.04 to 4.62; participants = 64; low quality evidence).",rephrase,"['The differences between pregabalin and placebo were imprecise for short-term health-related quality of life, percentage of people with serious side-effects, and percentage of people requiring hospital admissions.']",10,0.7857142857142857,4,14
CD011523,0,0,We included only one non-randomised study published 30 years ago in the review.,rephrase,"['We found no randomised controlled trials, and identified only one non-randomised study published 30 years ago, on this topic.']",0,0.0666666666666666,1,15
CD011523,0,2,The authors do not state whether these were recurrent or refractory ulcers.,rephrase,['The authors do not state whether these were recurrent or refractory ulcers.'],3,0.2,1,15
CD011523,0,4,"Of the 77 included participants, 37 participants continued to have medical therapy while 40 participants received surgical therapy (antrectomy with or without vagotomy; subtotal gastrectomy with or without vagotomy; vagotomy; pyloroplasty and suture of the ulcer; suture or closure of ulcer without vagotomy or excision of the ulcer; proximal gastric or parietal cell vagotomy alone; suture or closure of the ulcer with proximal gastric or parietal cell vagotomy).",rephrase,"['Of the 77 included participants, 37 participants continued to have medical therapy, while 40 participants received surgical therapy.']",4,0.3333333333333333,2,15
CD011523,0,5,Whether to use medical or surgical treatment was determined by participant's or treating physician's preference.,rephrase,"[""Whether to use medical or surgical treatment was determined by participant's or treating physician's preference.""]",5,0.4,2,15
CD011523,1,6,"The study authors reported that two participants in the medical treatment group (2 out of 37; 5.4%) had gastric cancer, which was identified by repeated biopsy.",rephrase,"['The study authors reported that two participants in the medical treatment group (5%) had stomach cancer, which was identified after repeated examinations using a camera to look inside the body (an endoscope), in this case, the stomach and small intestine.']",6,0.4666666666666667,3,15
CD011523,1,7,They did not report the proportion of participants who had gastric cancer in the surgical treatment group.,rephrase,['They did not report the percentage of participants who had stomach cancer in the surgical treatment group.'],7,0.5333333333333333,3,15
CD011523,1,8,They also did not report the implications of the delayed diagnosis of gastric cancer in the medical treatment group.,rephrase,['They also did not report the implications of the delayed diagnosis of stomach cancer in the medical treatment group.'],8,0.6,3,15
CD011523,1,9,"They did not report any other outcomes of interest for this review (that is health-related quality of life (using any validated scale), adverse events and serious adverse events, peptic ulcer bleeding, peptic ulcer perforation, abdominal pain, and long-term mortality).",rephrase,"['They did not report any other outcomes of interest (measures by which one treatment can be considered better than another) for this review (that is health-related quality of life, treatment-related complications, peptic ulcer-related complications, abdominal pain, and long-term deaths).']",9,0.6666666666666666,4,15
CD011523,2,10,We found no studies that provide the relative benefits and harms of medical versus surgical treatment for recurrent or refractory peptic ulcers.,rephrase,['There is thus no study that provides the relative benefits and harms of medical versus surgical treatment for recurrent or refractory peptic ulcers.'],10,0.7333333333333333,4,15
CD011523,2,11,Studies that evaluate the natural history of recurrent and refractory peptic ulcers are urgently required to determine whether randomised controlled trials comparing medical versus surgical management in patients with recurrent or refractory peptic ulcers or both are necessary.,rephrase,['Studies on this topic are urgently required.'],11,0.8,4,15
CD011532,0,0,We included 10 randomised clinical trials with 474 participants.,rephrase,['We included 10 clinical trials with 474 participants.'],0,0.0625,1,16
CD011532,0,4,"In five trials, investigators specifically stated that they did not receive funding from for-profit organisations.",rephrase,"['In five trials, investigators specifically stated that they did not receive funding from organisations that could profit from the trial results.']",3,0.3125,2,16
CD011532,0,5,We had no information about the funding source from the remaining five trials.,rephrase,['We did not have information about the funding source from the remaining five trials.'],4,0.375,2,16
CD011532,1,7,"One meta-analysis including nine trials suggested a beneficial effect of terlipressin on hepatorenal syndrome (RR 0.79, 95% CI 0.63 to 0.99; 394 participants; I² = 26%; very low quality evidence).",rephrase,['Our analyses suggested that treatment with terlipressin may have a beneficial effect on hepatorenal syndrome by reducing the number of participants with persistent hepatorenal syndrome.'],5,0.5,3,16
CD011532,1,8,"Due to the high mortality of hepatorenal syndrome, the registration of other serious adverse events is uncertain, but comparing terlipressin and other vasoactive drugs we found no significant difference (RR 0.96, 95% CI 0.88 to 1.06; 474 participants; I² = 0%; very low quality evidence).",rephrase,['Our analyses found uncertain evidence to support or refute terlipressin versus other vasoactive drugs in the treatment of hepatorenal syndrome when evaluating mortality or serious side effects.'],6,0.5625,3,16
CD011532,1,12,None of the remaining subgroup or sensitivity analyses found differences between terlipressin and other vasoactive drugs.,rephrase,"['Accordingly, we found that important differences between terlipressin and other vasoactive drugs may be overlooked.']",7,0.8125,5,16
CD011532,1,13,"We downgraded the evidence to very low quality because of the high risk of bias, imprecision, and the results of the Trial Sequential Analyses.",rephrase,['We found that the evidence was of very low quality due to the high risk of bias and the small number of participants.'],8,0.875,5,16
CD011532,2,15,Additional research is needed to evaluate if clinically meaningful differences exist between interventions.,rephrase,['We need additional large trials of a high quality to evaluate if terlipressin is more beneficial or safer than other vasoactive drugs.'],9,1.0,5,16
CD011539,1,1,"We found one trial (18 participants) that fulfilled the selection criteria, comparing different doses of alglucosidase alfa.",rephrase,['We found one trial (18 children) that compared two doses of recombinant human alglucosidase alfa (an enzyme replacement therapy): 20 mg/kg every two weeks (low dose) and 40 mg/kg every two weeks (high dose).'],2,0.1428571428571428,1,14
CD011539,1,2,"The trial provided low-quality evidence (this was a small trial, there were no numerical results available by dose group, random sequence generation and allocation concealment were unclear, and there was a lack of blinding).",rephrase,"['There were very limited numerical results available by dose group, the trial showed no evidence in favour of a high dose as opposed to a low dose.']",3,0.2142857142857142,2,14
CD011539,1,3,"The duration of alglucosidase alfa treatment ranged from 52 weeks (the length of the original study) to up to three years (including the extended phase of the trial), with a median duration of treatment being 2.3 years.",rephrase,"['The duration of treatment ranged from 52 weeks (the length of the original study) to up to three years (including the extension phase of the study), with a median (the middle number) duration of treatment being 2.3 years.']",4,0.2857142857142857,2,14
CD011539,2,4,"The trial only reported that clinical responses including cardiac function and motor development, as well as the proportion of children that were free of invasive ventilation, were similar in the 20 mg/kg every two weeks and the 40 mg/kg every two weeks groups (low-quality evidence).",rephrase,"[""It described that the clinical responses including cardiac function, motor development (development of a child's muscles and their ability to move around and manipulate their environment), as well as the proportion of children that were free of invasive ventilation,were similar in the two groups (low-quality evidence).""]",5,0.3571428571428571,2,14
CD011539,2,5,Long-term alglucosidase alfa treatment markedly extended survival as well as ventilation-free survival and improved cardiomyopathy (low-quality evidence).,rephrase,['Long-term alglucosidase alfa treatment markedly extended survival as well as ventilation-free survival (time without requiring a machine to help with breathing) and improved cardiomyopathy (heart disease) (low-quality evidence).'],6,0.4285714285714285,3,14
CD011539,2,8,"By the end of the extended phase of the trial, five children in the 20 mg/kg every two weeks dose group experienced a total of 47 infusion-related events and the six children in the 40 mg/kg every two weeks dose group experienced a total of 177 infusion-related events.",rephrase,"['By the end of the extension phase, five children in the low-dose group experienced a total of 47 infusion-related events and the six children in the high-dose group experienced a total of 177 infusion-related events.']",8,0.6428571428571429,4,14
CD011539,2,9,The trial was supported by the Genzyme Corporation.,rephrase,['The trial was supported by the Genzyme Corporation.'],9,0.7142857142857143,4,14
CD011539,3,13,"The main clinical outcomes (i.e. cardiac function, invasive ventilation, survival, motor development, adverse events (e.g. the development of antibodies)) should be standardized when evaluated and reported.",rephrase,"['The main clinical outcomes (i.e. cardiac function, time to ventilation, survival, motor development and side effects) should be standardized when evaluated and reported.']",10,1.0,5,14
CD011541,0,1,"The study was conducted in a single centre in Germany in 18 men and three women, aged between 21 and 65 years, who were in hospital with acute guttate psoriasis and had mean total body surface involvement of 25.7% ± 20.4% (range 10 to 90).",rephrase,"['The study was conducted in Germany in 21 adults (18 men and 3 women) aged 21 to 65 years, with a mean of involved skin surface of 25%, who were in hospital with acute guttate psoriasis.']",0,0.1666666666666666,1,12
CD011541,0,2,The study was funded by a company that produces the oil emulsions.,rephrase,['The study was funded by the company that produces the oil emulsions.'],1,0.25,2,12
CD011541,0,3,"We found no other evidence regarding non-antistreptococcal interventions used in clinical practice for guttate psoriasis, such as topical treatments (corticosteroids, vitamin D₃ analogues), systemic drugs, biological therapy, and phototherapy.",rephrase,"['Treatments for which we found no evidence include phototherapy and topical, oral, and biological medicines.']",2,0.3333333333333333,2,12
CD011541,1,4,"The primary outcomes of the review were not measured, and only one of our secondary outcomes was measured: improvement in participant satisfaction measures and quality of life assessment measures.",rephrase,"[""Most of our secondary outcomes were also not measured, including worsening of guttate psoriasis or recurrence within a period of six months after the treatment has finished; and percentage of participants achieving a Psoriasis Area Severity Index 75 or Physician's Global Assessment of 1 or 2.""]",3,0.4166666666666667,3,12
CD011541,1,5,"However, the study authors did report that there was rare skin irritation at the site of peripheral intravenous route, but the number of affected participants was not provided.",rephrase,"['The included study did not report measuring any harms of the treatments; however, the study authors did report rare skin irritation at site of injection, but did not provide the number of affected participants.']",4,0.5,3,12
CD011541,2,6,"Improvement between baseline and day 10, using a non-validated score assessed by participants themselves daily based on five items (appearance of lesions, impairment of daily life, pruritus, burning, and pain), was greater in the group that received the fish oil-derived (n-3) fatty acid-based lipid emulsion (75%) than in the group receiving the soya oil-derived (n-6) fatty acid-based lipid emulsion (18%) (one trial, 21 participants).",rephrase,"['After 10 days of treatment, study participants who received the fish oil-derived lipid emulsion (75% of people in this group) rated greater improvements than those receiving the soya oil-derived lipid emulsion (18% of people in this group).']",5,0.5833333333333334,3,12
CD011541,2,7,"However, these results are uncertain as they are based on very low-quality evidence.",rephrase,"['However, these results are uncertain as they are based on very low-quality evidence.']",6,0.6666666666666666,4,12
CD011545,1,3,"Kirkpatrick level 4 (patient outcome)
Simulation-based obstetric team training may make little or no difference for composite outcomes of maternal and/or perinatal adverse events compared with no training (3 studies; n = 28,731, low-certainty evidence, data not pooled due to different composite outcome definitions).",rephrase,['simulation-based obstetric team training may make little or no difference for a combination of adverse events in the mother or the infant.'],2,0.3636363636363636,2,11
CD011545,1,4,"We are uncertain whether simulation-based obstetric team training affects maternal mortality compared with no training (2 studies; 79,246 women; very low-certainty evidence).",rephrase,['We are uncertain whether simulation-based obstetric team training affects the risk of death for the mother.'],3,0.4545454545454545,3,11
CD011545,1,5,"However, it may reduce neonatal mortality (RR 0.70, 95% CI 0.48 to 1.01; 2 studies, 79,246 pregnancies/births, low-certainty evidence).",rephrase,"['However, it may reduce the risk of death for the newborn baby.']",4,0.5454545454545454,3,11
CD011545,1,6,"Simulation-based obstetric team training may have little to no effect on low Apgar score compared with no training (RR 0.99, 95% 0.85 to 1.15; 2 studies; 115,171 infants; low-certainty evidence), but it probably reduces trauma after shoulder dystocia (RR 0.50, 95% CI 0.25 to 0.99; 1 study; moderate-certainty evidence) and probably slightly reduces the number of caesarean deliveries (RR 0.79, 95% CI 0.67 to 0.93; 1 study; n = 50,589; moderate-certainty evidence)
Kirkpatrick level 3 (performance in practice)
We found that simulation-based obstetric team training probably improves the performance of the obstetric teams in practice, compared with no training (3 studies; 2398 obstetric staff members, moderate-certainty evidence, data not pooled due to different outcome definitions).",rephrase,['Simulation-based obstetric team training may have little to no effect on low Apgar score but it probably reduces trauma after shoulder dystocia and probably slightly reduces the number of caesarean deliveries.'],5,0.6363636363636364,4,11
CD011545,2,7,"Simulation-based obstetric team training may help to improve team performance of obstetric teams, and it might contribute to improvement of specific maternal and perinatal outcomes, compared with no training.",rephrase,['Simulation-based obstetric team training might be helpful for the improvement of team performance and specific maternal and perinatal outcomes.'],6,0.7272727272727273,4,11
CD011545,2,8,"However, high-certainty evidence is lacking due to serious risk of bias and imprecision, and the effect cannot be generalised for all outcomes.",rephrase,['High-certainty evidence was lacking due to limitations in the way the studies were designed and conducted.'],7,0.8181818181818182,5,11
CD011545,2,9,Future studies investigating simulation-based obstetric team training compared to training courses with a different instructional design should carefully consider how and when to measure outcomes.,rephrase,['Future studies investigating simulation-based obstetric team training compared to different designs of training courses should carefully consider how and when to measure the effects of the interventions.'],8,0.9090909090909092,5,11
CD011548,0,0,Five studies including 523 participants reported the diagnostic accuracy of ultrasound.,rephrase,['We identified five studies including 523 participants that reported the diagnostic test accuracy of ultrasound.'],0,0.0526315789473684,1,19
CD011548,0,1,"One studies (262 participants) compared the accuracy of ultrasound, serum bilirubin and serum alkaline phosphatase in the same participants.",rephrase,"['One of these studies, involving 262 participants, also reported the diagnostic test accuracy of serum bilirubin and serum alkaline phosphatase.']",1,0.1052631578947368,1,19
CD011548,0,2,All the studies included people with symptoms.,rephrase,['All the studies included people with symptoms.'],2,0.1578947368421052,1,19
CD011548,0,4,All the studies were of poor methodological quality.,rephrase,"['All the studies were of low methodological quality, which may undermine the validity of our findings.']",5,0.2631578947368421,2,19
CD011548,1,8,The single study of liver function tests reported diagnostic accuracy at two cut-offs for bilirubin (greater than 22.23 μmol/L and greater than twice the normal limit) and two cut-offs for alkaline phosphatase (greater than 125 IU/L and greater than twice the normal limit).,rephrase,['Evidence from one study suggested that using a level of serum alkaline phosphatase higher than 125 units to distinguish between people who have and people who do not have common bile duct stones gave better diagnostic accuracy than using a level twice the normal limit (which usually ranges between 0 and 40).'],6,0.4736842105263157,3,19
CD011548,1,9,This study also assessed ultrasound and reported higher sensitivities for bilirubin and alkaline phosphatase at both cut-offs but the specificities of the markers were higher at only the greater than twice the normal limit cut-off.,rephrase,['The study also showed better accuracy for serum alkaline phosphatase compared to serum bilirubin.'],7,0.5263157894736842,3,19
CD011548,1,10,"The sensitivity for ultrasound was 0.32 (95% CI 0.15 to 0.54), bilirubin (cut-off greater than 22.23 μmol/L) was 0.84 (95% CI 0.64 to 0.95), and alkaline phosphatase (cut-off greater than 125 IU/L) was 0.92 (95% CI 0.74 to 0.99).",rephrase,"['The sensitivity of serum alkaline phosphatase at the 125 units cut-off was 92%, which means that 92 out of 100 people with common bile duct stones would be detected but 8 out of 100 people will be missed.']",8,0.5789473684210527,3,19
CD011548,1,11,"The specificity for ultrasound was 0.95 (95% CI 0.91 to 0.97), bilirubin (cut-off greater than 22.23 μmol/L) was 0.91 (95% CI 0.86 to 0.94), and alkaline phosphatase (cut-off greater than 125 IU/L) was 0.79 (95% CI 0.74 to 0.84).",rephrase,"['Based on an average specificity of 91% for ultrasound, we would expect that on average 91 out of 100 people without common bile duct stones would be identified as not having common bile duct stones; 9 out of 100 would be false positives and not receive appropriate treatment.']",9,0.631578947368421,4,19
CD011548,2,13,Many people may have common bile duct stones in spite of having a negative ultrasound or liver function test.,rephrase,['The average number of people with common bile duct stones detected using ultrasound may vary between 44 and 90 out of 100 people.'],10,0.7368421052631579,4,19
CD011558,1,2,Our synthesis pointed to a number of factors affecting SBAs’ provision of quality care.,rephrase,['Our synthesis pointed to several factors that affected skilled birth attendants’ provision of quality care.'],2,0.125,1,24
CD011558,1,3,The following factors were based on evidence assessed as of moderate to high confidence.,rephrase,['The following factors are based on evidence assessed as of moderate to high confidence.'],3,0.1666666666666666,1,24
CD011558,1,4,Skilled birth attendants reported that they were not always given sufficient training during their education or after they had begun clinical work.,rephrase,['Skilled birth attendants reported that they sometimes had insufficient training during their education or after they had begun work.'],4,0.2083333333333333,2,24
CD011558,1,5,"Also, inadequate staffing of facilities could increase the workloads of skilled birth attendants, make it difficult to provide supervision and result in mothers being offered poorer care.",rephrase,"['Where facilities lacked staff, skilled birth attendants’ workloads could increase, it could become difficult to provide supervision, and mothers could receive poorer care.']",5,0.25,2,24
CD011558,1,6,"In addition, SBAs did not always believe that their salaries and benefits reflected their tasks and responsibilities and the personal risks they undertook.",rephrase,"['In addition, skilled birth attendants did not always believe that their salaries and benefits reflected their tasks and responsibilities and the personal risks they undertook.']",6,0.2916666666666667,2,24
CD011558,1,7,"Together with poor living and working conditions, these issues were seen to increase stress and to negatively affect family life.",rephrase,"[""Together with poor living and working conditions, these issues could lead to stress and affect skilled birth attendants' family life.""]",7,0.3333333333333333,2,24
CD011558,1,8,"Some SBAs also felt that managers lacked capacity and skills, and felt unsupported when their workplace concerns were not addressed.",rephrase,"['Some skilled birth attendants felt that managers lacked capacity and skills, and they felt unsupported when their workplace concerns were not addressed.']",8,0.375,2,24
CD011558,2,9,Possible causes of staff shortages in facilities included problems with hiring and assigning health workers to facilities where they were needed; lack of funding; poor management and bureaucratic systems; and low salaries.,rephrase,['Possible causes of staff shortages included problems with hiring and assigning health workers to health facilities; lack of funding; poor management and bureaucratic systems; and low salaries.'],9,0.4166666666666667,3,24
CD011558,2,10,"Skilled birth attendants and their managers suggested factors that could help recruit, keep, and motivate health workers, and improve the quality of care; these included good-quality housing, allowances for extra work, paid vacations, continuing education, appropriate assessments of their work, and rewards.",rephrase,"['Skilled birth attendants and their managers suggested factors that could help recruit, keep, and motivate health workers, and improve the quality of their work; these included good-quality housing, allowances for extra work, paid vacations, continued education, proper assessments of their work, and rewards.']",10,0.4583333333333333,3,24
CD011558,3,11,"Skilled birth attendants’ ability to provide quality care was also limited by a lack of equipment, supplies, and drugs; blood and the infrastructure to manage blood transfusions; electricity and water supplies; and adequate space and amenities on maternity wards.",rephrase,"['Skilled birth attendants’ ability to provide quality care was also limited by a lack of equipment, drugs, and supplies; blood and the infrastructure to manage blood transfusions; electricity and water supplies; and adequate space and amenities on maternity wards.']",11,0.5,3,24
CD011558,3,12,"These factors were seen to reduce SBAs’ morale, increase their workload and infection risk, and make them less efficient in their work.",rephrase,"['These factors were seen to reduce skilled birth attendants’ morale, increase their workload and infection risk, and make them less efficient in their work.']",12,0.5416666666666666,3,24
CD011558,3,13,A lack of transport sometimes made it difficult for SBAs to refer women on to higher levels of care.,rephrase,['A lack of transport sometimes made it difficult for skilled birth attendants to refer women to higher levels of care.'],13,0.5833333333333334,3,24
CD011558,3,14,"In addition, women’s negative perceptions of the health system could make them reluctant to accept referral.",rephrase,"['In addition, women’s negative perceptions of the health system could make them reluctant to accept referral.']",14,0.625,4,24
CD011558,4,15,"We identified some other factors that also may have affected the quality of care, which were based on findings assessed as of low or very low confidence.",rephrase,"['We identified some other factors that also may have affected the quality of care, which were based on findings assessed as of low or very low confidence.']",15,0.6666666666666666,4,24
CD011558,4,16,Poor teamwork and lack of trust and collaboration between health workers appeared to negatively influence care.,rephrase,['Poor teamwork and lack of trust and collaboration between health workers appeared to negatively influence care.'],16,0.7083333333333334,4,24
